Североморская улица,2016,Постановлением администрации г. Владивостока от 08.04.2016 N 1063
Северо-Суйфунская улица,-
Севская улица,-
Седьмая улица,-
Селенгинская улица,1906,https://t.me/vvtopo/279
Сельская улица,1924,https://t.me/vvtopo/176
Семёновская улица,1869,из числа самых старых улиц
Семирадского улица,-
Серова улица,-
Сеульская улица,-
Сибирская улица,-
Сигнальная улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Симбирская улица,-
Синичкина улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
улица Сипягина,1971,https://t.me/vvtopo/262
Сиреневая улица,-
Скатная улица,-
Скатный переулок,-
Скворцовая улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
улица Скрябина,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Славная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Славянская улица,-
улица Сладкова,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Сливовая улица,-
Слуцкого улица,1924,https://t.me/vvtopo/176, в списке 1924 года Слуцкая
переулок Случевского,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Смоленская улица,1955,https://t.me/vvtopo/241
улица Снегирева,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Снеговая улица,-
Советская улица,-
Соколиный переулок,-
Сокольничий переулок,-
Солнечная улица,-
Соловьиная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Сосновая улица,1924,https://t.me/vvtopo/176
Сопочная улица,-
улица Софьи Перовской,-
Сочинская улица,2016,Постановлением администрации г. Владивостока от 08.04.2016 N 1063
Союзная улица,-
Спасательная улица,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
улица Спиридонова,1981,https://t.me/vvtopo/184, до этого 3-я Флотская
улица Адмирала Спиридонова,1981,https://t.me/vvtopo/184, до этого 3-я Флотская
Спокойная улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Спортивная улица,1954,Решение исполкома Владивостокского горсовета депутатов трудящихся Nº 382 от 06.08.1954
Спутниковая улица,-
Стальского улица,-
Станичная улица,-
Станционная улица,-
улица Станюковича,-
улица Старцева,-
улица Стравинского,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Стрелковая улица,1924,https://t.me/vvtopo/176
Стрелковый переулок,-
Стрелочная улица,-
Стрелочный переулок,-
улица Стрельникова,1979,https://t.me/vvtopo/262
Строительная 2-я улица,-
Строительная 3-я улица,-
улица Сурикова,-
улица Сутеева,2025,Постановлением администрации г. Владивостока от 01.04.2025 N 880
улица Суханова,1924,https://t.me/vvtopo/177
Сухогрузная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Счастливая улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Таганрогская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Таёжная улица,-
улица Талалихина,-
Таманская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Тамбовская улица,1955,https://t.me/vvtopo/304
переулок Танеева,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Танкерная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
улица Таривердиева,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Татарская улица,-
Тверская улица,-
Теннисная улица,-
Тенистая улица,-
улица Терешковой,1963,https://t.me/vvtopo/206
Террасная 4-я улица,-
Террасная 5-я улица,-
Тетюхинская улица,-
Тёплая улица,2017,Постановлением администрации г. Владивостока от 07.04.2017 N 948
Тигровая улица,1869,из числа самых старых
улица Тимирязева,-
Тисовая улица,-
Тихвинская улица,1955,https://t.me/vvtopo/304
Тихоокеанская улица,2016,Постановлением администрации г. Владивостока от 08.04.2016 N 1063
Тобольская улица,1906,https://t.me/vvtopo/279
улица Токаревская Кошка,-
улица Токаревский Маяк,-
улица Толбухина,-
Толмачева улица,2025,Постановлением администрации г. Владивостока от 01.04.2025 N 880
улица Толстого,-
Томская улица,-
Тополевая улица,1924,https://t.me/vvtopo/177
Траловая улица,2024,Постановлением администрации г. Владивостока от 19.04.2024 N 951
Трамвайная улица,-
Трансформаторная улица,-
Третья улица,-
Тринадцатая улица,-
Трудовой переулок,-
улица Трудовых Резервов,-
Тунгусская улица,-
улица Тургенева,-
Туристическая улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Туркменская улица,-
Турмалиновая улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Тухачевского улица,-
Тюменская улица,-
улица Тютчева,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
улица Уборевича,1964,https://t.me/vvtopo/148 до этого Суйфунская
Ужгородская улица,-
Узбекская улица,-
Ульяновская улица,-
Уральская улица,-
Урицкого улица,-
Успенского улица,-
Уссурийский переулок,-
Уткинская улица,1924,https://t.me/vvtopo/177 в списке 1924 — Уткина
Учительская улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Уютная улица,-
Фадеева улица,-
Фазановая улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Фанерная улица,-
Фанерный переулок,-
Фанзавод улица,-
Фастовская улица,1924,https://t.me/vvtopo/176
Федеративная улица,-
Феодосийская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
улица Ферсмана,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
Фета улица,-
Фиалковая улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Фигурная улица,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Финвальный переулок,2022,остановлением администрации г. Владивостока от 13.05.2022 N 1044
Фирсова улица,-
Флотская 1-я улица,-
Флотская 4-я улица,-
Фонвизина улица,-
Фонтанная улица,-
Фортовая улица,-,
Фрахтовый переулок,2022,Постановлением администрации г. Владивостока от 13.05.2022 N 1044
Фруктовая улица,2017,Постановлением администрации г. Владивостока от 07.04.2017 N 948
Хабаровская улица,1924,https://t.me/vvtopo/176
Хабаровский переулок,-
Ханкайская улица,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
Харьковская улица,1924,https://t.me/vvtopo/177
Хасанский переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Хвойная улица,-
Херсонская улица,-
Хивинская улица,-
Холмистая улица,2014,Постановлением администрации г. Владивостока от 15.07.2014 N 7237
Хорольская улица,1962
Художественная улица,-
Хуторская улица,-
Цветочная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Центральная 1-я улица,-
Центральная 2-я улица,-
Центральная 3-я улица,-
Центральная 4-я улица,-
Центральная 5-я улица,-
Цимлянская улица,-
Чайковского улица,-
Чапаева улица,-
Чароитная улица,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Часовитина улица,-
Черёмуховая улица,1924,https://t.me/vvtopo/176
Черкавского улица,-
Черниговская улица,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
Черноморская улица,-
Чернышевского улица,-
Черняховского улица,-
Четвертая улица,-
Четырнадцатая улица,-
Чехова улица,-
Читинская улица,-
Чкалова улица,-
Чукотская улица,-
Чуркинский переулок,-
Шахтерская улица,-
Шахтовая улица,-
Шахтовый переулок,-
Швартовая улица,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Шевелева улица,-
Шевченко улица,-
Шевченко переулок,-
Шелковичная улица,2016,Постановлением администрации г. Владивостока от 08.04.2016 N 1063
улица Шепеткова,1975,https://t.me/vvtopo/241
Шестая улица,-
Шилкинская улица,1906,https://t.me/vvtopo/279
Шимкевича переулок,2025,Постановлением администрации г. Владивостока от 01.04.2025 N 880
Широкая улица,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
Широколиственная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Шишкина улица,-
Шкипера Гека улица,-
Школьный переулок,-
Шкотовская улица,-
Шкотовский переулок,-
Штилевая улица,-
Штормовая улица,-
Шоссейная 1-я улица,-
Шоссейная 2-я улица,-
Шоссейная 3-я улица,-
улица Шостаковича,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Шошина улица,-
Шуйская улица,-
Щедрина улица,-
Щитовая улица,-
Щорса улица,-
Экипажная улица,-
Южная 2-я улица,-
Южная 3-я улица,-
Южно-Уральская улица,-
Яблоневая улица,-
Яблочкова улица,-
Ягодная улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Яковлевский переулок,2022,Постановлением администрации г. Владивостока от 13.05.2022 N 1044
Якутская улица,2022,Постановлением администрации г. Владивостока от 13.05.2022 N 1044
Ялтинская улица,1924,https://t.me/vvtopo/176
Янковского улица,-
Ярославская улица,-
Ярошенко переулок,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
Ясеневая улица,-
Ясная улица,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Ясный переулок,-
Яхтовая улица,-
Яшмовый переулок,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
улица 20 лет ВЛКСМ,1938
улица 40 лет ВЛКСМ,1958,
улица 50 лет ВЛКСМ,1968
улица 60 лет ВЛКСМ,1978
проспект 100-летия Владивостока,-
Адмиральская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
улица Академика Касьянова,2014,Постановлением администрации г. Владивостока от 15.07.2014 N 7237
Амурская улица,-
Архитектурная улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Аэродромная улица,-
улица Балабина,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Верхненабережная улица,-
улица Ворошиловская батарея,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
улица Героя России Жоги,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
улица Гродекова,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
улица Духовского,2023,Постановлением администрации г. Владивостока от 15.08.2023 N 2056
улица Ефрейтора Нуштаева,2024,Постановлением администрации г. Владивостока от 19.04.2024 N 951
Живописный переулок,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Зеленая улица,2017,Постановлением администрации г. Владивостока от 07.04.2017 N 948
Капитанская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Кронштадтская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
переулок Кучерявенко,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Лесная улица,-
Литературная улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
переулок Матюшина,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
улица Михаила Щербакова,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
улица Морских пехотинцев,2024,Постановлением администрации г. Владивостока от 19.04.2024 N 951
улица Мыс Доронина,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
улица Николая Асеева,-,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
улица Николая Матвеева,-,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Поэтический переулок,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Сибирская улица,-
Студенческая улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
улица Субботича,2023,Постановлением администрации г. Владивостока от 15.08.2023 N 2056
Такелажная улица,2022,Постановлением администрации г. Владивостока от 13.05.2022 N 1044
Университетский проспект,2022,Постановлением администрации г. Владивостока от 13.05.2022 N 1044
улица Чингиза Айтматова,2024,Постановлением администрации г. Владивостока от 19.04.2024 N 951
Шкиперская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Школьная улица,-
Экипажная улица,-
Галечная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
улица Калинина,1924,https://t.me/vvtopo/176
Набережная улица,-
Парковая улица,-
Подгорная улица,-
Пограничная улица,-
Сахалинская улица,-
улица Арсеньева,1945,https://t.me/vvtopo/241
Лесная улица,-
Набережная улица,-
Нагорная улица,-
Овражная улица,-
Строительная улица,-
улица Унковского,2025,Постановлением администрации г. Владивостока от 01.04.2025 N 880
Школьная улица,-
улица Топографа Мерзлякова,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
Тупик улица,-
улица Августа Менарда,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Бассейная улица,-
улица Бухта Алексеева,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Заводская улица,-
Калининская улица,-
Ленинская улица,-
Лесная улица,-
Маяк улица,-
Морская улица,-
Морской переулок,-
Набережная улица,-
Новая улица,-
Ольховая улица,-
Подгорная улица,-
Садовая улица,-
Советская улица,-
Солнечная улица,-
Авангардная улица,2023,Постановлением администрации г. Владивостока от 15.08.2023 N 2056
Агатовая улица,-
Академика Королева улица,-
Алданская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Альпийская улица,2014,Постановлением администрации г. Владивостока от 15.07.2014 N 7237
Араратский переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Арктическая улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Архипова улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Балканская улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Баталина улица,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Бирюзовая улица,-
Беговая улица,-
улица Бекетова,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Благодатная улица,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
улица Боровиковского,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Ботаническая улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Булатная улица,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Былинная улица,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Василия Зверева улица,-,(абзац введен Постановлением администрации г. Владивостока от 07.06.2019 N 2240)
Василия Рябова улица,-,(абзац введен Постановлением администрации г. Владивостока от 07.06.2019 N 2240)
улица Венецианова,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Верхоянская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Гайдара улица,-
Гималайская улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Голецкий переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Грибоедова улица,-
Даурская улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Дружбы улица,-
Дунаевского улица,-
Жасминовая улица,-
Женьшеневая улица,-
Жемчужная улица,-
Жемчужный переулок,-
Заветная улица,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Заповедная улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Затонная улица,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
Изумрудная улица,-
Иннокентьевская улица,-
Казбекский переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Камчатская улица,1906,https://t.me/vvtopo/279
Камышовая улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Канонерская улица,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
улица Капитана Орликовой,2022,Постановлением администрации г. Владивостока от 13.05.2022 N 1044
Карла Маркса улица,-
Карпатская улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
улица Кипренского,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Клары Цеткин улица,-
Клубная улица,-
Кольцевая улица,-
Кольцевой переулок,-
Коралловая улица,-
Краснова улица,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Кулибина улица,-
Курильская улица,-
Курортная улица,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Курчатова улица,-
Кустовой переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
улица Кустодиева,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
улица Лаксмана,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Леерная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Лермонтова улица,-
Летний переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Лиановая улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Ливадийская улица,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Лиманная улица,-
Лиственный переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Майкопская улица,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Малахитовая улица,-
улица Мандельштама,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Мачтовая улица,2020,Постановлением администрации г. Владивостока от 03.06.2020 N 1992
Минская улица,-
Мостовая улица,-
Муссонная улица,-
улица Мясоедова,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Надеждинская улица,-
Облачная улица,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Овражная улица,-
Ореховая улица,-
Охотская улица,-
Палубная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Памирская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Папоротниковая улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Первоцветная улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Перевальная улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
улица Перова,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Петропавловская улица,-
Петропавловский переулок,-
Пиренейская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Покровская улица,-
Полуденная улица,-
Понтийская улица,2023,Постановлением администрации г. Владивостока от 30.01.2023 N 182
Порт-Артурская улица,-
Прибойная улица,2024,Постановлением администрации г. Владивостока от 19.04.2024 N 951
Прямой переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Путятинская улица,-
Пшеницына улица,-
Рифовая улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Рокоссовского улица,-
Росистый переулок,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Рулевой переулок,2022,Постановлением администрации г. Владивостока от 11.02.2022 N 285
Рябиновая улица,-
Саянская улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Светлая улица,-
Сейнерная улица,2020,Постановлением администрации г. Владивостока от 03.06.2020 N 1992
Скалистый переулок,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Спасская улица,-
Стахановская улица,-
Суворовская улица,-
Сусанина улица,-
Тельмана улица,-
Тернейская улица,-
Тибетская улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Тимьяновая улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Тирольская улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Тихая улица,-
Траулерная улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
улица Тропинина,2019,Постановлением администрации г. Владивостока от 07.06.2019 N 2240
Туманная улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Ушакова улица,-
Флагманская улица,2018,Постановлением администрации г. Владивостока от 07.06.2018 N 1744
Фрегатная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Фучика улица,-
Чичерина улица,-
Чугаева улица,-
Чугаева переулок,-
Шаляпина улица,-
Штурманская улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Эвкалиптовая улица,2020,Постановлением администрации г. Владивостока от 13.03.2020 N 1033
Энгельса улица,-
улица Энергетиков,2014,Постановлением администрации г. Владивостока от 15.07.2014 N 7237
Южная улица,-
Юности улица,-
Якорная улица,2021,Постановлением администрации г. Владивостока от 01.02.2021 N 288
Янтарная улица,-
улица 50 лет Октября,-
